Issue ID,Title,Created Date,Created By,Type,State,Label
"478","spelling fix: Idenfier -> Identifier","8/19/2014","sparecycles","PR","closed","PR"
"479","Class Constructors (for abbreviated Knockout model-style typescript adaptations)","8/19/2014","ghost","Issue","closed","Declined"
"480","Declaration file for the method overload is not emitted correctly","8/19/2014","sheetalkamat","Issue","closed","Fixed"
"481","Emit output formatting little different compared to old compiler","8/19/2014","sheetalkamat","Issue","closed","Won't Fix"
"482","Support resolution of any part of the RHS of an import","8/19/2014","JsonFreeman","PR","closed","PR"
"483","bin/tsc still contains invalid reference to module './tc.js'","8/19/2014","spion","Issue","closed","Fixed"
"484","Suggestion: allow emitting unscoped functions","8/19/2014","aleksey-bykov","Issue","closed","Declined"
"485","Suggestion: allow named lambdas","8/19/2014","aleksey-bykov","Issue","closed","Declined"
"486","Suggestion: allow partial applications","8/19/2014","aleksey-bykov","Issue","closed","Declined"
"487","Error 318 when it shouldn't.  Commenting out interface infers correctly.","8/19/2014","electricessence","Issue","closed","Fixed"
"488","Use the javascript-compatible 'use ...' string call for referencing paths","8/20/2014","adrianvoica","Issue","closed","Declined"
"489","Suggestion: `<-` syntax sugar for `fn.call` method","8/20/2014","SaschaNaz","Issue","closed","Declined"
"490","Add support for Python-like decorators","8/20/2014","csnover","Issue","closed","Suggestion"
"491","Fixes issue 439: Added exitCode enum to differentiate between different error conditions","8/20/2014","karunasagark","PR","closed","PR"
"492","getCompletionsAtPosition fails when importing module from definition","8/20/2014","RReverser","Issue","closed","Fixed"
"493","Fix for importing modules from definitions","8/20/2014","RReverser","PR","closed","PR"
"494","Request: Compiler option to specify an alternate lib.d.ts","8/20/2014","sedwards2009","Issue","closed","Duplicate"
"495","Simplifies RWC Runner to use HarnessCompiler.compileFiles so it can be used to baseline errors and sourcemaps more like compiler runner","8/20/2014","sheetalkamat","PR","closed","PR"
"496",".js.map file contains absolute file path instead of site relative path","8/20/2014","wforney","Issue","closed","By Design"
"497","Class Expressions","8/21/2014","jonathandturner","Issue","closed","Suggestion"
"498","Optimize rest arguments.","8/21/2014","mbebenita","Issue","open","Accepting PRs"
"499","Fix shouldAssert function","8/21/2014","DickvdBrink","PR","closed","PR"
"500","Copyrights for 2nd file onwards are not emitted on the new line if multiple files are emitted into single file","8/21/2014","sheetalkamat","Issue","closed","Fixed"
"501","/// or pinned comments(starting with /*!) support","8/21/2014","sheetalkamat","Issue","closed","Fixed"
"502","Remove some unused variables","8/21/2014","DickvdBrink","PR","closed","PR"
"503","Not emitting leading comments of '}' of function declaration","8/21/2014","sheetalkamat","Issue","closed","Fixed"
"504","Fixed TypeScript.declarationEmitGetAccessorFunctionTime value","8/21/2014","DickvdBrink","PR","closed","PR"
"505","Emit new lines between source files emit so that the file contents always start on new line","8/21/2014","sheetalkamat","PR","closed","PR"
"506","Build errors are not displayed correctly in VS ","8/21/2014","mhegazy","Issue","closed","Won't Fix"
"507","Added codepage support.","8/21/2014","DanielRosenwasser","PR","closed","PR"
"508","Emit error codes when reporting diagnostics.","8/21/2014","DanielRosenwasser","PR","closed","PR"
"509","Emit leading comments for '}' of function/constructor block","8/21/2014","sheetalkamat","PR","closed","PR"
"510","Is there a plan to combine the two AST implementations into one with the features of both?","8/21/2014","Arnavion","Issue","closed","Question"
"511","Allow arbitrary expressions in 'extends' clauses","8/21/2014","RyanCavanaugh","Issue","closed","Fixed"
"512","export import generates no code (perhaps due optimization)","8/22/2014","Evgenus","Issue","closed","Fixed"
"513","Meta-issue: `this` disambiguator","8/22/2014","RyanCavanaugh","Issue","closed","Duplicate"
"514","Correct the declaration emit for overload implementation if there is single overload signature","8/22/2014","sheetalkamat","PR","closed","PR"
"515","Gave the structure in diagnosticInformationMap.generated.ts a named type.","8/22/2014","DanielRosenwasser","PR","closed","PR"
"516","Emit pinned or ///<reference> tag comments for signatures, ambient declaraitons and interfaces","8/22/2014","sheetalkamat","PR","closed","PR"
"517","Recursive type literals","8/22/2014","jonathandturner","Issue","closed","Declined"
"518","Conditionally emit rest parameters","8/23/2014","duncanmak","PR","closed","PR"
"519","Smarter compiler to create Internal and External Modules from the same TypeScript file.","8/24/2014","codeBelt","Issue","closed","Declined"
"520","Static members in sub and super classes","8/25/2014","GizmorJK","Issue","closed","By Design"
"521","[typeBaselines] Over-eager widening of property assignments","8/25/2014","JsonFreeman","Issue","closed","Fixed"
"522","Variables referenced indirectly in their initializers are resolved to 'any'","8/25/2014","mhegazy","Issue","closed","Fixed"
"523","[typeBaselines] Recursive type gets erased to any immediately","8/25/2014","JsonFreeman","Issue","closed","Fixed"
"524","Compiler option to force explicit access for global properties","8/26/2014","andrewvarga","Issue","closed","Duplicate"
"525","Implemented getOccurrencesAtPosition for try/catch/finally keywords.","8/26/2014","DanielRosenwasser","PR","closed","PR"
"526","[typeBaselines] Inferential typing types context sensitive function using any when type parameter is not a function type","8/26/2014","JsonFreeman","Issue","closed","Closed"
"527","Flag all instances of duplicate definitions","8/26/2014","mhegazy","Issue","closed","Fixed"
"528","Show better error message for unresolved references due to missing prefix","8/26/2014","mhegazy","Issue","closed","Fixed"
"529","Improve error messages for duplicate identifiers","8/26/2014","mhegazy","Issue","open","Accepting PRs"
"530","support network path for /// references","8/26/2014","mhegazy","Issue","closed","Fixed"
"531","Widening after inferring null or undefined for a type parameter should be an implicit any","8/26/2014","mhegazy","Issue","open","Accepting PRs"
"532","Filter getCompletions results based on location","8/26/2014","mhegazy","Issue","open","Accepting PRs"
"533","[spec] Grammar does not allow ambients inside an internal module","8/26/2014","mhegazy","Issue","closed","Fixed"
"534","Filter overload signatures from the results of getNavigationBarItems/getScriptLexicalStructure","8/26/2014","mhegazy","Issue","closed","Fixed"
"535","Clarify wording of declaration merging as it relates to parent modules and where exactly the merged declaration is visible","8/26/2014","mhegazy","Issue","closed","Fixed"
"536","Can contextual typing apply to merged declarations?","8/26/2014","mhegazy","Issue","closed","Question"
"537","Update spec for scoping of interface member names","8/26/2014","mhegazy","Issue","closed","Spec"
"538","Specification for Enum's needs to use 'SignedInteger' in constant productions, not NumericLiteral","8/26/2014","mhegazy","Issue","closed","Spec"
"539","[spec] Update accesibility bits in language spec","8/26/2014","mhegazy","Issue","closed","Won't Fix"
"540","[spec] Spec elision of value imports in emitted code","8/26/2014","mhegazy","Issue","closed","Spec"
"541","[spec] Parameter properties with question marks and initializers are not clearly specified","8/26/2014","mhegazy","Issue","closed","Spec"
"542","Large object literals result in incomprehensible error messages.","8/26/2014","mhegazy","Issue","closed","Fixed"
"543","[spec] Apparent type of string literal type should be global interface String","8/26/2014","mhegazy","Issue","closed","Spec"
"544","Support <TypeScriptCompile exclude=true>","8/26/2014","mhegazy","Issue","open","Suggestion"
"545","no-default-lib reference is not persisted into declarations file","8/26/2014","mhegazy","Issue","open","Accepting PRs"
"546","[spec] Grammar says ambient enum member can be an arbitrary numeric literal","8/26/2014","mhegazy","Issue","closed","Fixed"
"547","[typeBaselines] Contextual signature instantiation does not work in type argument inference","8/26/2014","JsonFreeman","Issue","closed","Fixed"
"548","[typeBaselines] __proto__ property not respected in object literal","8/26/2014","JsonFreeman","Issue","closed","Fixed"
"549","Get occurrences for switch/case/default/break keywords.","8/26/2014","DanielRosenwasser","PR","closed","PR"
"550","Deferred resolution of object literal members to support recursive types.","8/26/2014","ahejlsberg","PR","closed","PR"
"551","Module name collosion","8/27/2014","laszlojakab","Issue","closed","Duplicate"
"552","Fixed a simple typo in CONTRIBUTING.md","8/27/2014","farezv","PR","closed","PR"
"553","Investigate use of aliases when naming symbols in type baselines","8/27/2014","JsonFreeman","Issue","closed","Closed"
"554","Changes to typeWriter and type baselines","8/27/2014","JsonFreeman","PR","closed","PR"
"555","[typeBaselines] Poor message from harness when a compiler test causes errors in lib.d.ts","8/27/2014","JsonFreeman","Issue","closed","Fixed"
"556","Can no longer debug typescript files in Visual Studio 2013 Update 3","8/27/2014","Zenoware","Issue","closed","Bug"
"557","Use external module in internal modules","8/28/2014","antoinebj","Issue","closed","Question"
"558","Crash in VS on dot completion with the new language service","8/28/2014","JsonFreeman","Issue","closed","Fixed"
"559","Generalize the rule for when function types get serialized using 'typeof'","8/28/2014","JsonFreeman","Issue","closed","Closed"
"560","Suggestion: Allow arbitrary property access when with string indexer","8/28/2014","SaschaNaz","Issue","open","Suggestion"
"561","getOccurrencesAtPosition support for if/else keywords","8/28/2014","DanielRosenwasser","PR","closed","PR"
"562","Ensure that sys is not used outside tsc.ts","8/28/2014","mhegazy","PR","closed","PR"
"563","Partial classes ","8/29/2014","disshishkov","Issue","open","Suggestion"
"564","private fields are not private","8/29/2014","polkovnikov-ph","Issue","closed","By Design"
"565","TypeScript Lack of ReadAsBinary on FileReader","8/29/2014","tticom","Issue","closed","Duplicate"
"566","'this' hijacking in class delegate execution","8/29/2014","Merenwen","Issue","closed","By Design"
"567","Update .gitignore","8/29/2014","gabrielduque","PR","closed","PR"
"568","No error when /// reference path references same file","8/29/2014","sheetalkamat","Issue","closed","Fixed"
"569","Report error if exports or require is used for declaration name in external module","8/29/2014","sheetalkamat","PR","closed","PR"
"570","Handles all the line breaks in calculation of line-character position","8/29/2014","sheetalkamat","PR","closed","PR"
"571","Overloads shouldn't differ by the return type of a function type.","8/29/2014","vilic","Issue","closed","By Design"
"572","Fix the tab and indent calculation when formatting comments in the emitted output","8/29/2014","sheetalkamat","PR","closed","PR"
"573","String map compile error","8/30/2014","andrewvarga","Issue","closed","Question"
"574","Convert HTMLElement and friends to classes to support Web Components/Custom elements","8/30/2014","sedwards2009","Issue","open","Suggestion"
"575","Proposal of a convention about npm modules distribution.","8/30/2014","vilic","Issue","closed","Discussion"
"576","Definition files and globals","8/31/2014","ifeltsweet","Issue","closed","Question"
"577","LS: include tokens in tree during parsing ","9/1/2014","vladima","PR","closed","PR"
"578","Support rest parameters in generic class type declaration","9/2/2014","stephanedr","Issue","closed","Fixed"
"579",".NET (DLL) Compiler","9/2/2014","Montago","Issue","closed","By Design"
"580","Proposal: allow to omit type annotations in inherited/implemented members","9/2/2014","fsoikin","Issue","closed","Declined"
"581","Add jake task for making instrumented tsc","9/2/2014","RyanCavanaugh","PR","closed","PR"
"582","lib.d.ts defines 'postMessage' for window, but web worker scripts have a different signature","9/2/2014","xirzec","Issue","closed","Duplicate"
"583","Invalid 'Subsequent variable declarations must have the same type' error","9/2/2014","mhegazy","Issue","closed","Fixed"
"584","Request: Allow call signatures on classes","9/2/2014","rjamesnw","Issue","closed","Duplicate"
"585","Request: Don't require implementing interfaces on declared classes","9/2/2014","rjamesnw","Issue","closed","Duplicate"
"586","Hardcoded enum values lead to ABI breakage.","9/2/2014","coreh","Issue","closed","By Design"
"587","Allow logical XOR using `^` operator","9/3/2014","drewnoakes","Issue","closed","Declined"
"588","Rwc importer","9/3/2014","mhegazy","PR","closed","PR"
"589","Language Specification updated to version 1.1","9/3/2014","ahejlsberg","PR","closed","PR"
"590","Get/set accessors in interfaces","9/3/2014","beloh","Issue","closed","Duplicate"
"591","GetEmitOutput function and testfiles","9/3/2014","yuit","PR","closed","PR"
"592","Enum value lookup by string variable should be typed as the enum type.","9/3/2014","marcind","Issue","closed","By Design"
"593","Get occurrences for return keywords.","9/3/2014","DanielRosenwasser","PR","closed","PR"
"594","Breakpointspans using new compiler","9/3/2014","sheetalkamat","PR","closed","PR"
"595","Add ScriptTarget.ES6","9/3/2014","duncanmak","Issue","closed","Closed"
"596","force import","9/4/2014","alidorosty1234","Issue","closed","Question"
"597","Cache unsuccessful file lookups for improved performance.","9/4/2014","ahejlsberg","PR","closed","PR"
"598","Don't allow falsely discarded parameters when determining overloaded signature compatibility","9/4/2014","RyanCavanaugh","Issue","open","Accepting PRs"
"599","Do not emit references in generated declaration files if the --noresolve flag was set","9/4/2014","mhegazy","PR","closed","PR"
"600","Get occurrences for 'this' keywords","9/4/2014","DanielRosenwasser","PR","closed","PR"
"601","Bad Codegen for ModuleNames shadowed by Parameters","9/4/2014","sparecycles","Issue","closed","Fixed"
"602","Do not show noImplictAny errors when widening for a cast expression","9/4/2014","mhegazy","PR","closed","PR"
"603","scanTrivia from old LS keeps hitting error condition","9/4/2014","DanielRosenwasser","Issue","closed","Fixed"
"604","tests\cases\compiler\commentsClassMembers.js started generating incorrect d.ts file","9/4/2014","sheetalkamat","Issue","closed","Fixed"
"605","Use double quotes in declaration file's reference path generation","9/4/2014","sheetalkamat","PR","closed","PR"
"606","Provide completion lists for string literals","9/4/2014","danquirk","Issue","closed","Fixed"
"607","exporting interfaces","9/4/2014","alidorosty1234","Issue","closed","By Design"
"608","Typescript compiler throws 'Cannot compile external modules unless the '--module' flag is provided.'","9/4/2014","sumitkm","Issue","closed","Question"
"609","Add numeric indexer to HTMLElementCollection","9/5/2014","mhegazy","PR","closed","PR"
"610","Circular function expressions","9/5/2014","ahejlsberg","PR","closed","PR"
"611","[Spec] Remove limitation on forward referencing parameters in initializers","9/5/2014","danquirk","Issue","closed","Fixed"
"612","Suggestion: ability to avoid interface collisions","9/5/2014","andrewvarga","Issue","closed","By Design"
"613","Proposal to remove inheritance of static properties","9/5/2014","rjamesnw","Issue","closed","By Design"
"614","Empty array elements in literals are not always preserved","9/5/2014","xirzec","Issue","closed","Fixed"
"615","Compilation error is not reported on stderr but stdout only","9/5/2014","bsr203","Issue","closed","By Design"
"616","Update spec with new Infinitely expanding type rules","9/5/2014","JsonFreeman","Issue","closed","Fixed"
"617","No implicit any error on widening casted expresion","9/5/2014","mhegazy","Issue","closed","Fixed"
"618","Properly report errors for failed type assertions","9/5/2014","ahejlsberg","PR","closed","PR"
"619","Allow call signatures on classes","9/5/2014","rjamesnw","Issue","closed","Duplicate"
"620","Fix incremental parsing bug due to non invalidating cached data in nodes...","9/5/2014","CyrusNajmabadi","PR","closed","PR"
"621","Conformance coverage for spec change #589","9/5/2014","JsonFreeman","PR","closed","PR"
"622","wrong constructor for Blob","9/6/2014","bsr203","Issue","closed","Fixed"
"623","Corrected codegen to support shadowed module names.","9/6/2014","ahejlsberg","PR","closed","PR"
"624","Fixing a few issues in Language Specification","9/7/2014","ahejlsberg","PR","closed","PR"
"625","Concrete Syntax Tree","9/8/2014","jedmao","Issue","open","Suggestion"
"626","Corrected some spelling/grammar issues.","9/8/2014","DanielRosenwasser","PR","closed","PR"
"627","Updating Language Specification","9/8/2014","ahejlsberg","PR","closed","PR"
"628","Language service does not capture declaration emit errors","9/8/2014","mhegazy","Issue","closed","Bug"
"629","Do not set --noResolve in language service","9/8/2014","mhegazy","Issue","closed","Fixed"
"630","Truncate long types in error messages","9/8/2014","ahejlsberg","PR","closed","PR"
"631","Exported Module Member With Same Name as Containing Scope Generates Incorrect Code","9/8/2014","michaelsg","Issue","closed","By Design"
"632","Get occurrences for 'super' keywords","9/8/2014","DanielRosenwasser","PR","closed","PR"
"633","Don't show quoted module names in completion list","9/8/2014","danquirk","Issue","closed","Fixed"
"634","Permit merging of function and enum declarations","9/8/2014","nexussays","Issue","closed","Declined"
"635","Add constructor paramters to Blob","9/8/2014","mhegazy","PR","closed","PR"
"636","Proposal: Null to be implicitly any object ({}) type.","9/9/2014","rjamesnw","Issue","closed","By Design"
"637","Get occurrences for loops with 'break'/'continue' statements","9/9/2014","DanielRosenwasser","PR","closed","PR"
"638","Fix the condition for qualifying the symbol of methods and functions in the enclosing declaration","9/9/2014","sheetalkamat","PR","closed","PR"
"639","Implemented getOccurrences for 'constructor' keywords.","9/9/2014","DanielRosenwasser","PR","closed","PR"
"640","Fix contextual signature instantiation during type inference","9/9/2014","ahejlsberg","PR","closed","PR"
"641","Regression in BCT when type uses 'this' in a member initializer during type inference","9/9/2014","RyanCavanaugh","Issue","closed","By Design"
"642","Unable to get property 'isError' of undefined or null reference","9/10/2014","Anupheaus","Issue","closed","Needs More Info"
"643","ambient module definition namespace conflicting with class namespace","9/10/2014","ecp3","Issue","closed","Question"
"644","Use assignability relation in Best Common Type when checking contextual type against candidates","9/10/2014","RyanCavanaugh","Issue","closed","Fixed"
"645","Redeclaration of variable with new type in catch clause should not be allowed","9/10/2014","wiredprairie","Issue","closed","Fixed"
"646","Autocomplete IntelliSense only showing options for first options overload, missing the rest","9/10/2014","Zlatkovsky","Issue","open","Suggestion"
"647","Error on invalid recursive types","9/10/2014","ahejlsberg","Issue","closed","Fixed"
"648","Autocomplete IntelliSense not working","9/10/2014","kloubkov","Issue","closed","Fixed"
"649","Fix widening in object literal property assignments","9/10/2014","ahejlsberg","PR","closed","PR"
"650","GetEmitOutput And Testfiles","9/10/2014","yuit","PR","closed","PR"
"651","Add asserts for bounds on diagnostics","9/10/2014","JsonFreeman","PR","closed","PR"
"652","Rename on enum member gives counterintuitive experience","9/10/2014","DanielRosenwasser","Issue","closed","Fixed"
"653","getOccurrencesAtPosition Implemented","9/11/2014","DanielRosenwasser","PR","closed","PR"
"654","Function type literals are allowed to omit return type","9/11/2014","DanielRosenwasser","Issue","closed","Fixed"
"655","Quick info truncation needs to be smarter","9/11/2014","JsonFreeman","Issue","closed","Fixed"
"656","Warn about re-declaration of local variables","9/11/2014","stefanheule","Issue","closed","Declined"
"657","Conformance Tests for Spec Change in PR#624","9/11/2014","DanielRosenwasser","PR","closed","PR"
"658","Harness now prints category and code when running tests.","9/11/2014","DanielRosenwasser","PR","closed","PR"
"659","Fixed bug where function type literals may omit their '=>'.","9/11/2014","DanielRosenwasser","PR","closed","PR"
"660","Check that private properties originate in the same declaration","9/11/2014","JsonFreeman","PR","closed","PR"
"661","Feature request: inline function","9/12/2014","yinhaibo01","Issue","closed","Declined"
"662","Refactoring support: Reorder parameters","9/12/2014","DickvdBrink","Issue","open","Suggestion"
"663","Any entity which conflicts with an imported alias should give an error","9/12/2014","osdm","Issue","closed","Fixed"
"664","Confusing sample code in Handbook","9/12/2014","strille","Issue","closed","Fixed"
"665","Report circular type inference errors with -noImplicitAny","9/12/2014","ahejlsberg","PR","closed","PR"
"666","Name clash between implicit import and local variable silently generates broken code","9/12/2014","mwisnicki","Issue","closed","By Design"
"667","Misspelled wiki page title","9/12/2014","dodyg","Issue","closed","Fixed"
"668","Changed Harness Output","9/12/2014","DanielRosenwasser","PR","closed","PR"
"669","External modules with AMD always requires 'exports' even when it is not used","9/12/2014","xirzec","Issue","open","Accepting PRs"
"670","ES6 Module were finalized","9/12/2014","pocesar","Issue","closed","Question"
"671","LS: smart indentation","9/12/2014","vladima","PR","closed","PR"
"672","Add support for syntactic classification.","9/12/2014","CyrusNajmabadi","PR","closed","PR"
"673","TypeScript Language Service implicit referencing functionality breaks in Visual Studio...","9/13/2014","johnnyreilly","Issue","closed","Question"
"674","MouseEvent constructor is missing parameters","9/13/2014","mryanmurphy","Issue","closed","Fixed"
"675","Super class constructor calling an extended method can result in weird behaviour","9/15/2014","michaelowens","Issue","closed","By Design"
"676","Completion fixes","9/15/2014","mhegazy","PR","closed","PR"
"677","Add implementation for getNavigateToItems for the new compiler","9/16/2014","mhegazy","PR","closed","PR"
"678","VS Assertion Failed for getCompletionsAtPosition","9/16/2014","DanielRosenwasser","Issue","closed","Bug"
"679","Significally reduce the need for this keyword in classes","9/16/2014","riax","Issue","closed","By Design"
"680","Augment scanner with 'no skip trivia' mode","9/16/2014","vladima","PR","closed","PR"
"681","Switch to createCompilerDiagnostic for an invalid root file","9/16/2014","JsonFreeman","PR","closed","PR"
"682","Implement the getRenameInfo language service entrypoint.","9/16/2014","CyrusNajmabadi","PR","closed","PR"
"683","Smart indent does not work on call arguments when there is whitespace between the cursor and the argument","9/16/2014","JsonFreeman","Issue","closed","Fixed"
"684","Implement private variables, getter/setters and methods using Symbols","9/16/2014","Arnavion","Issue","closed","Declined"
"685","Implement private variables, getter/setters and methods using Symbols","9/16/2014","Arnavion","PR","closed","PR"
"686","Allow specifing implements for automatic types","9/17/2014","lee-elenbaas","Issue","open","Suggestion"
"687","Remove some unused variables","9/17/2014","DickvdBrink","PR","closed","PR"
"688","Support for protected members in classes","9/17/2014","ahejlsberg","PR","closed","PR"
"689","Migrate getTodoComments to use the new tree","9/17/2014","mhegazy","PR","closed","PR"
"690","Suggestion: Add first class TypeScript support to console apps","9/17/2014","sumitkm","Issue","closed","Suggestion"
"691","Exported types not checked strictly unless --declaration is used","9/17/2014","sparecycles","Issue","closed","By Design"
"692","fix documentation for {Ui,I}nt{8,16,32}Array","9/17/2014","sparecycles","PR","closed","PR"
"693","Do not show error codes in compiler output","9/17/2014","mhegazy","Issue","closed","Won't Fix"
"694","Do not print error codes by default","9/17/2014","mhegazy","PR","closed","PR"
"695","Update roadmap","9/18/2014","DickvdBrink","Issue","closed","Closed"
"696","add 'skipTrivia' parameter to scanner","9/18/2014","vladima","PR","closed","PR"
"697","Remove unused third party tools","9/18/2014","mhegazy","PR","closed","PR"
"698","Collapsable Comments in VS","9/18/2014","DanielRosenwasser","Issue","closed","Fixed"
"699","Report declaration emit errors","9/18/2014","yuit","PR","closed","PR"
"700","Adding protected members to Language Specification","9/18/2014","ahejlsberg","PR","closed","PR"
"701","Port fidelity changes to github.","9/18/2014","CyrusNajmabadi","PR","closed","PR"
"702","Color Code Comments on Real Code","9/18/2014","ELares","Issue","closed","Fixed"
"703","Allow classes to cast themselves to interfaces which use their private members.","9/18/2014","sparecycles","Issue","closed","By Design"
"704","handle cases where we have a node with width 0 when reporting grammar errors","9/19/2014","mhegazy","PR","closed","PR"
"705","compiler crash with constructors with partial type annotation","9/19/2014","mhegazy","Issue","closed","Fixed"
"706"," --sourceMap is broken on cscript","9/19/2014","mhegazy","Issue","closed","Fixed"
"707"," --locale will fail on cscript","9/19/2014","mhegazy","Issue","closed","Fixed"
"708","Initial work on classified quick info.","9/19/2014","CyrusNajmabadi","PR","closed","PR"
"709","Moved Navigation Bar Functionality to use the New Tree","9/19/2014","DanielRosenwasser","PR","closed","PR"
"710","Add explict serialization logic for source maps to avoid using JSON","9/19/2014","mhegazy","PR","closed","PR"
"711","Return exit code","9/19/2014","yuit","PR","closed","PR"
"712","Improve error message for using ^ on boolean values","9/19/2014","jonathandturner","Issue","closed","Fixed"
"713","condition the use of locale on the exitance of JSON","9/19/2014","mhegazy","PR","closed","PR"
"714","The Demo on the typescript official website got a little bug","9/20/2014","bluishoul","Issue","closed","By Design"
"715","Playground bug: refactoring command issued multiple times","9/20/2014","lu4","Issue","closed","By Design"
"716","Computing best common type fails with weird error message","9/20/2014","xirzec","Issue","closed","Declined"
"717","'--watch' output displays diagnostic category/code","9/20/2014","DanielRosenwasser","Issue","closed","Fixed"
"718","Inheritance of static methods is broken","9/20/2014","danmane","Issue","closed","Fixed"
"719","inconsistent and misleading error message for type mismatch","9/21/2014","psnider","Issue","closed","Fixed"
"720","Compiler calculated values support","9/22/2014","lee-elenbaas","Issue","closed","Declined"
"721","Compiler crash on faulty module export","9/22/2014","myuller","Issue","closed","Fixed"
"722","version 1.1.0.0: misleading error for incorrectly referenced interface","9/22/2014","psnider","Issue","closed","Fixed"
"723","Invalid code generation for Aliases","9/22/2014","bman654","Issue","closed","Fixed"
"724","Moved brace matching functionality to use the new syntax tree","9/22/2014","DanielRosenwasser","PR","closed","PR"
"725","version 1.1.0.0: are module and class names colliding?","9/22/2014","psnider","Issue","closed","By Design"
"726","Signature help in the new compiler","9/22/2014","JsonFreeman","PR","closed","PR"
"727","Feature: type alternatives (to facilitate traits/mixins/type decorators)","9/23/2014","mindplay-dk","Issue","closed","Fixed"
"728","' 1' with a space is treated like numeric property name","9/23/2014","osdm","Issue","closed","Fixed"
"729","Protected accessibility check does not state that instance members are accessible through derived classes","9/23/2014","mhegazy","Issue","closed","Spec"
"730","Added protected conformance tests","9/23/2014","mhegazy","PR","closed","PR"
"731","Use the 'skipTrivia' scanner flag for lexical classification","9/23/2014","DanielRosenwasser","PR","closed","PR"
"732","Not show module names","9/23/2014","yuit","PR","closed","PR"
"733","Cascading errors on right hand side of instanceof operator","9/23/2014","JsonFreeman","Issue","closed","Fixed"
"734","Version 1.1: parser.ts/parseUnaryExpression has incorrect logic in strict checks","9/24/2014","zhuravlikjb","Issue","closed","Fixed"
"735","Quick Info repeats documentation for overridden methods","9/24/2014","derekcicerone","Issue","closed","Fixed"
"736","use operator token when checking unary expressions in strict mode","9/24/2014","vladima","PR","closed","PR"
"737","do not report cascading errors in instanceof operator","9/24/2014","vladima","PR","closed","PR"
"738","weird Array.concat declaration and associated LanguageService/typeChecker issues","9/24/2014","sparecycles","Issue","closed","By Design"
"739","Completion list for external module","9/24/2014","yuit","Issue","closed","Duplicate"
"740","QuickInfo classification of symbol kinds does not account for overlapping categories","9/24/2014","JsonFreeman","Issue","closed","Suggestion"
"741","spelling: Collistion -> Collision","9/24/2014","sparecycles","PR","closed","PR"
"742","Having issues getting things to work with implicit referencing","9/24/2014","JTennessen","Issue","closed","Question"
"743","Cleanup","9/24/2014","mhegazy","PR","closed","PR"
"744","Contextual object literal property name completion not working in call expressions","9/24/2014","mhegazy","Issue","closed","Fixed"
"745","Shim getSignatureAtPosition using the new signature help interfaces","9/24/2014","mhegazy","PR","closed","PR"
"746","Switch signature help over to using display parts.  ","9/25/2014","CyrusNajmabadi","PR","closed","PR"
"747"," breakpoint will not currently be hit. No symbols have been loaded for this document","9/25/2014","ZeoxZeos","Issue","closed","Needs More Info"
"748","Fix issue #568 (no error for file self reference)","9/25/2014","chrisbubernak","PR","closed","PR"
"749","Language Specification in Markdown format","9/25/2014","ahejlsberg","PR","closed","PR"
"750","Remove default setting of noResolve flag","9/25/2014","yuit","PR","closed","PR"
"751","Type meta dependencies","9/25/2014","NoelAbrahams","Issue","closed","Declined"
"752","make rename\gotoDef work at the end of token","9/25/2014","vladima","PR","closed","PR"
"753","Comment following a dot is not colorized correctly","9/25/2014","mhegazy","Issue","closed","Fixed"
"754","Report an error if a class is inherited from before it is defined","9/25/2014","bsr203","Issue","open","Suggestion"
"755","Fix issue where comments are incorrectly identified as identifiers","9/25/2014","DanielRosenwasser","PR","closed","PR"
"756","No compile error when generic type inferred to be {}","9/26/2014","duncanbrown","Issue","closed","Duplicate"
"757","Escaping of '<' characters in Word to Markdown conversions","9/26/2014","ahejlsberg","PR","closed","PR"
"758","Prevent non-TypeScript files from being added to tests.","9/26/2014","RReverser","PR","closed","PR"
"759","VS should show @param documentation in signature help","9/26/2014","rwhepburn","Issue","closed","Suggestion"
"760","Adjust sig help implementation to match the new simpler sig help API.","9/26/2014","CyrusNajmabadi","PR","closed","PR"
"761","Named Parameters support?","9/26/2014","yaswanthraj","Issue","closed","Duplicate"
"762","Add jake task for generating Markdown language spec","9/26/2014","ahejlsberg","PR","closed","PR"
"763","Protected completion","9/26/2014","mhegazy","PR","closed","PR"
"764","Completion List on a line immediately after ambient function shows its parameters as completion list entry","9/26/2014","sheetalkamat","Issue","closed","Fixed"
"765","Reduce Lint Warnings from Generated JavaScript","9/27/2014","jedmao","Issue","closed","Declined"
"766","Suggestion: Allow declaring class members within a constructor","9/28/2014","nycdotnet","Issue","closed","Declined"
"767","Proposal for enabling shorthand notation for object literal properties","9/28/2014","mhegazy","PR","closed","PR"
"768","highligting for return should also highlight throw statements","9/28/2014","mhegazy","Issue","closed","Fixed"
"769","Should highlight get and set kewords if one is selected","9/28/2014","mhegazy","Issue","closed","Fixed"
"770","Switch statemetns are not outlined","9/28/2014","mhegazy","Issue","closed","Fixed"
"771","arrays are not outlined","9/28/2014","mhegazy","Issue","closed","Fixed"
"772","outlining support for switch blocks\array literals","9/28/2014","vladima","PR","closed","PR"
"773","unable to debug typescript files in vs","9/29/2014","lucamorelli","Issue","closed","Fixed"
"774","Lost language service after creating another project","9/29/2014","baopingz","Issue","closed","Closed"
"775","QuickInfo on undefined is shown incorrectly","9/29/2014","sheetalkamat","Issue","closed","Fixed"
